Words Appearing within 50 Words of “[Ss]chicks[aä]l”,,
20.00%,1,gültig
20.00%,1,hauche
20.00%,1,heimkunft
20.00%,1,himmlischen
20.00%,1,hinausreicht
20.00%,1,hinerstreckt
20.00%,1,körperlicher
20.00%,1,kristalls
20.00%,1,küche
20.00%,1,künstlers
20.00%,1,lachte
20.00%,1,lehm
20.00%,1,lehnte
20.00%,1,lesen
20.00%,1,linien
20.00%,1,lösung
20.00%,1,mannslachen
20.00%,1,mittel
20.00%,1,offenbart
20.00%,1,perlmuttern
20.00%,1,pflegte
20.00%,1,pollio
20.00%,1,rechten
20.00%,1,reinen
20.00%,1,schaffens
20.00%,1,schau
20.00%,1,schieren
20.00%,1,schiffen
20.00%,1,schlagen
20.00%,1,schreiben
20.00%,1,sicht
20.00%,1,spielte
20.00%,1,sprachen
20.00%,1,sprachst
20.00%,1,steigt
20.00%,1,teilnehmen
20.00%,1,testamentes
20.00%,1,tobte
20.00%,1,trachtete
20.00%,1,treiben
20.00%,1,tritt
20.00%,1,tuns
20.00%,1,überlegen
20.00%,1,überwinden
20.00%,1,umgab
20.00%,1,umschloß
20.00%,1,unabweislich
20.00%,1,unaufhaltsam
20.00%,1,unerfaßliche
20.00%,1,ungeheure
20.00%,1,ungetane
20.00%,1,unterweltlich
20.00%,1,urgrund
20.00%,1,verfließend
20.00%,1,verheißene
20.00%,1,verirrten
20.00%,1,verkündet
20.00%,1,vermessenheit
20.00%,1,verneinst
20.00%,1,versteckt
20.00%,1,versuchte
20.00%,1,vorbehalten
20.00%,1,vorgelesen
20.00%,1,vorhaben
20.00%,1,wanderung
20.00%,1,weib
20.00%,1,wende
20.00%,1,wendet
20.00%,1,wirklichkeitswahrheit
20.00%,1,wohnstatt
20.00%,1,zeitenablauf
20.00%,1,zugehörig
20.00%,1,zurückzukehren
19.67%,12,ewig
19.51%,16,müssen
19.51%,8,mutter
19.23%,5,kind
19.05%,4,wann
19.05%,4,zeitlosigkeit
18.92%,14,grenze
18.75%,3,athen
18.75%,3,denken
18.75%,3,deshalb
18.75%,3,einziger
18.75%,3,enthoben
18.75%,3,ewigen
18.75%,3,gemeinsam
18.75%,3,gib
18.52%,5,sphären
18.49%,22,bist
18.48%,17,namen
18.18%,4,heimat
18.18%,4,solchen
18.18%,2,drüben
18.18%,2,endgültige
18.18%,2,furchtbarkeit
18.18%,2,gast
18.18%,2,gesetzt
18.18%,2,hinein
18.18%,2,hohn
18.18%,2,pochen
18.18%,2,schimmerte
18.18%,2,schließen
18.18%,2,schwebende
18.18%,2,sollst
18.18%,2,tage
18.18%,2,urbild
18.18%,2,vernichtet
17.86%,5,ganzheit
17.86%,5,ruhend
17.65%,9,pflicht
17.65%,9,warum
17.65%,3,eingegangen
17.65%,3,gebrochen
17.65%,3,leib
17.65%,3,sternen
17.65%,3,trauer
17.54%,10,mag
17.50%,7,gleich
17.39%,16,seines
17.39%,4,näher
17.31%,9,keiner
17.31%,9,tiefe
17.24%,5,verloren
16.92%,22,trotzdem
16.67%,11,lachen
16.67%,10,geschehen
16.67%,4,geht
16.67%,3,dauer
16.67%,3,genommen
16.67%,3,gleichgültig
16.67%,3,goldenen
16.67%,3,solchem
16.67%,3,verhaftet
16.67%,3,vorher
16.67%,3,welch
16.67%,2,aufgetan
16.67%,2,erfassen
16.67%,2,erfüllen
16.67%,2,fernsten
16.67%,2,fremden
16.67%,2,gezweige
16.67%,2,heran
16.67%,2,jenem
16.67%,2,menschenseele
16.67%,2,munde
16.67%,2,nämlich
16.67%,2,nimmt
16.67%,2,schließt
16.67%,2,sprichst
16.67%,2,tages
16.67%,2,unverlierbar
16.67%,2,wesen
16.67%,2,zugeben
16.67%,1,alsogleich
16.67%,1,aneis
16.67%,1,asinius
16.67%,1,aufgesaugt
16.67%,1,aufstieg
16.67%,1,auseinander
16.67%,1,ausgeschlossen
16.67%,1,bilde
16.67%,1,breiten
16.67%,1,diesseitigen
16.67%,1,doppelten
16.67%,1,ebenmaß
16.67%,1,eh
16.67%,1,enthält
16.67%,1,entrinnen
16.67%,1,entrückt
16.67%,1,erlaubt
16.67%,1,erschien
16.67%,1,erschrecken
16.67%,1,erwiderte
16.67%,1,flamme
16.67%,1,fließen
16.67%,1,führte
16.67%,1,gebet
16.67%,1,gebreitet
16.67%,1,geglaubt
16.67%,1,genügen
16.67%,1,gesenkt
16.67%,1,gesprengt
16.67%,1,gewaltig
16.67%,1,gewärtig
16.67%,1,gewinnen
16.67%,1,gleicherweise
16.67%,1,göttlicher
16.67%,1,graue
16.67%,1,hernach
16.67%,1,hohen
16.67%,1,irgendwoher
16.67%,1,jedweden
16.67%,1,jung
16.67%,1,krieg
16.67%,1,löwen
16.67%,1,mittag
16.67%,1,namenlose
16.67%,1,nämlicher
16.67%,1,richtungen
16.67%,1,richtungslos
16.67%,1,ruhende
16.67%,1,schädel
16.67%,1,scheintod
16.67%,1,schlichte
16.67%,1,schweigenden
16.67%,1,seelen
16.67%,1,strahlte
16.67%,1,tiefste
16.67%,1,töne
16.67%,1,überheblichkeit
16.67%,1,umwendung
16.67%,1,unerfaßlich
16.67%,1,unerinnerung
16.67%,1,unerreichbare
16.67%,1,ungeborenheit
16.67%,1,ungebrochen
16.67%,1,unwandelbaren
16.67%,1,urbeginn
16.67%,1,väter
16.67%,1,verbundenheit
16.67%,1,verlorene
16.67%,1,vernehmlich
16.67%,1,voraus
16.67%,1,vorbei
16.67%,1,vorecho
16.67%,1,vorsichtig
16.67%,1,waage
16.67%,1,wachsender
16.67%,1,wissenden
16.67%,1,wölbte
16.67%,1,zitternden
16.67%,1,zufallsbrunst
16.67%,1,zweiter
16.36%,9,dürfen
16.36%,9,lag
16.22%,6,spiel
16.13%,5,wirst
16.06%,22,ihnen
16.00%,4,einsamkeit
16.00%,4,stummheit
15.91%,7,allem
15.85%,13,letzten
15.79%,3,abschied
15.79%,3,dorthin
15.79%,3,einzige
15.79%,3,gewalt
15.79%,3,herzens
15.79%,3,umfangen
15.74%,17,liebe
15.74%,17,tod
15.73%,42,vom
15.66%,52,selber
15.63%,15,seele
15.56%,7,erfüllt
15.52%,9,irdische
15.38%,4,hiezu
15.38%,2,bleibe
15.38%,2,empor
15.38%,2,gebannt
15.38%,2,gelten
15.38%,2,hinab
15.38%,2,jählings
15.38%,2,jeglichen
15.38%,2,kreatürlichen
15.38%,2,leer
15.38%,2,nimmer
15.38%,2,rande
15.38%,2,ungeduld
15.38%,2,zuletzt
15.31%,15,sprache
15.28%,33,gewesen
15.25%,9,auge
15.24%,16,allein
15.24%,55,ihn
15.22%,7,augenblick
15.22%,7,geblieben
15.15%,10,willen
15.15%,5,getragen
15.04%,71,zum
15.00%,6,keinen
15.00%,6,welcher
15.00%,3,drei
15.00%,3,philosophie
15.00%,3,wissend
15.00%,3,zwang
14.81%,12,licht
14.81%,4,deines
14.81%,4,durchsichtigkeit
14.81%,4,einstmals
14.60%,20,leben
14.58%,7,tun
14.29%,8,bleiben
14.29%,5,einst
14.29%,5,freiheit
14.29%,3,einstens
14.29%,3,gottes
14.29%,3,nacktheit
14.29%,3,stumm
14.29%,3,unverändert
14.29%,3,verlassen
14.29%,2,aufgerichtet
14.29%,2,bloße
14.29%,2,fand
14.29%,2,fremd
14.29%,2,geführt
14.29%,2,gelangen
14.29%,2,gemeinsame
14.29%,2,meines
14.29%,2,nächtlichen
14.29%,2,nahm
14.29%,2,nimm
14.29%,2,obschon
14.29%,2,trägt
14.29%,2,vorhof
14.29%,1,abgestorben
14.29%,1,abwehr
14.29%,1,anfanges
14.29%,1,bewußtsein
14.29%,1,bildern
14.29%,1,bogen
14.29%,1,brannten
14.29%,1,daraufhin
14.29%,1,drohend
14.29%,1,durchflutet
14.29%,1,echter
14.29%,1,eigenleben
14.29%,1,einzig
14.29%,1,erfaßt
14.29%,1,erhob
14.29%,1,fahl
14.29%,1,fiel
14.29%,1,folgten
14.29%,1,gasse
14.29%,1,gedächtnisses
14.29%,1,gehorchte
14.29%,1,getane
14.29%,1,größeren
14.29%,1,herrlichkeit
14.29%,1,hervor
14.29%,1,hiefür
14.29%,1,irresein
14.29%,1,jäh
14.29%,1,kälte
14.29%,1,kräfte
14.29%,1,künstlerische
14.29%,1,lauschenden
14.29%,1,manuskript
14.29%,1,neuem
14.29%,1,öffnete
14.29%,1,preisgegeben
14.29%,1,qual
14.29%,1,regionen
14.29%,1,ruder
14.29%,1,schienen
14.29%,1,schlafenden
14.29%,1,sichtbarkeit
14.29%,1,sohin
14.29%,1,spiele
14.29%,1,steten
14.29%,1,tieres
14.29%,1,übrig
14.29%,1,unmittelbaren
14.29%,1,verborgene
14.29%,1,vorne
14.29%,1,wachen
14.29%,1,wärest
14.29%,1,wärme
14.29%,1,wenden
14.29%,1,wiederholt
14.29%,1,zarte
14.29%,1,zorn
14.29%,1,zunehmenden
14.19%,21,dein
13.93%,111,im
13.92%,82,hatte
13.91%,32,ins
13.91%,16,dessen
13.89%,5,anfang
13.89%,5,keinerlei
13.89%,5,wiederum
13.87%,19,am
13.85%,18,ob
13.79%,4,geöffnet
13.79%,4,schwebte
13.64%,15,aller
13.64%,3,allesamt
13.64%,3,dunkel
13.64%,3,innerhalb
13.58%,11,obwohl
13.56%,8,hoffnung
13.48%,12,wo
13.43%,9,ihren
13.43%,9,stets
13.36%,31,seiner
13.33%,6,solcher
13.33%,4,fühlte
13.33%,2,absturz
13.33%,2,anbeginn
13.33%,2,emporgehoben
13.33%,2,gestalten
13.33%,2,gilt
13.33%,2,haus
13.33%,2,klarheit
13.33%,2,land
13.33%,2,los
13.33%,2,strahlend
13.33%,2,wortes
13.24%,29,selbst
13.16%,5,schritt
13.13%,34,wir
13.07%,20,nacht
13.04%,3,meinem
13.04%,3,schwebend
12.99%,10,diesem
12.96%,7,gestalt
12.96%,7,lebens
12.93%,38,immer
12.93%,19,dort
12.93%,19,wissen
12.90%,4,himmels
12.84%,66,ihm
12.82%,5,deinen
12.82%,5,flucht
12.80%,48,doch
12.70%,8,außen
12.63%,12,deren
12.57%,21,hier
12.50%,8,vermag
12.50%,5,großen
12.50%,4,nähe
12.50%,3,händen
12.50%,3,hineingehalten
12.50%,3,läßt
12.50%,2,erkenntnisgrund
12.50%,2,geöffneten
12.50%,2,heißt
12.50%,2,vollkommen
12.50%,2,wiederkehr
12.50%,2,zweiten
12.50%,1,ahnend
12.50%,1,atmete
12.50%,1,aufgerufen
12.50%,1,aufschreiben
12.50%,1,ausgebreitet
12.50%,1,bebend
12.50%,1,behalten
12.50%,1,bestellt
12.50%,1,brauchte
12.50%,1,brücken
12.50%,1,brunnen
12.50%,1,cebes
12.50%,1,dazwischen
12.50%,1,drohung
12.50%,1,drunten
12.50%,1,einzelne
12.50%,1,entgegen
12.50%,1,entziehen
12.50%,1,erwiesen
12.50%,1,findet
12.50%,1,frei
12.50%,1,fromm
12.50%,1,fülle
12.50%,1,gelingen
12.50%,1,geschlossen
12.50%,1,gespiegelt
12.50%,1,gestattet
12.50%,1,gewaltiger
12.50%,1,gleichzeitig
12.50%,1,goldene
12.50%,1,hell
12.50%,1,hing
12.50%,1,kehle
12.50%,1,knie
12.50%,1,kurze
12.50%,1,legte
12.50%,1,menschentums
12.50%,1,mund
12.50%,1,papier
12.50%,1,rief
12.50%,1,sang
12.50%,1,sieht
12.50%,1,soeben
12.50%,1,stehe
12.50%,1,stehend
12.50%,1,streng
12.50%,1,umfing
12.50%,1,unbekannten
12.50%,1,unendlicher
12.50%,1,verantwortung
12.50%,1,verbunden
12.50%,1,verschwinden
12.50%,1,versuch
12.50%,1,wachsamkeit
12.50%,1,wachsend
12.50%,1,wagen
12.50%,1,wandte
12.50%,1,weite
12.50%,1,welchem
12.50%,1,widerstand
12.50%,1,wiederholung
12.50%,1,wurzeln
12.50%,1,zögernd
12.35%,10,erinnerung
12.31%,8,zurück
12.30%,217,er
12.20%,5,sterben
12.17%,318,das
12.15%,277,in
12.12%,16,geworden
12.12%,8,gab
12.08%,36,ihr
12.04%,13,weiter
12.00%,9,wollte
12.00%,6,jenseits
12.00%,3,bereit
12.00%,3,schiff
12.00%,3,vorhanden
11.98%,23,schon
11.97%,14,sogar
11.94%,220,des
11.90%,5,sehen
11.86%,7,eigene
11.76%,8,andere
11.76%,4,stimmen
11.76%,2,decke
11.76%,2,desgleichen
11.76%,2,erwarten
11.76%,2,ewige
11.76%,2,freund
11.76%,2,galt
11.76%,2,kleiner
11.76%,2,lippen
11.76%,2,stieg
11.76%,2,unabänderlich
11.76%,2,weißt
11.73%,21,sind
11.68%,25,hat
11.62%,23,zeit
11.59%,8,wollen
11.59%,54,für
11.56%,127,ist
11.54%,131,von
11.54%,3,erste
11.49%,60,zur
11.48%,7,sklaven
11.43%,20,mich
11.36%,10,neue
11.36%,5,jedem
11.32%,6,leere
11.29%,7,hilfe
11.28%,52,sein
11.26%,17,kein
11.24%,10,sollte
11.19%,15,dennoch
11.19%,16,stimme
11.16%,24,seine
11.16%,27,ihrer
11.11%,6,gibt
11.11%,3,eigenes
11.11%,3,keines
11.11%,2,ahnen
11.11%,2,glauben
11.11%,2,meer
11.11%,2,ununterscheidbar
11.11%,1,anderer
11.11%,1,auslöschung
11.11%,1,befahl
11.11%,1,befohlen
11.11%,1,braucht
11.11%,1,darein
11.11%,1,einige
11.11%,1,endgültigen
11.11%,1,entscheiden
11.11%,1,entscheidung
11.11%,1,gebunden
11.11%,1,gefeit
11.11%,1,genuß
11.11%,1,gute
11.11%,1,gutes
11.11%,1,haupt
11.11%,1,hebt
11.11%,1,innewohnt
11.11%,1,irdischkeit
11.11%,1,jedweder
11.11%,1,jeglichem
11.11%,1,knapp
11.11%,1,lachend
11.11%,1,landschaften
11.11%,1,lang
11.11%,1,leerheit
11.11%,1,menschliches
11.11%,1,mühselig
11.11%,1,platzes
11.11%,1,rand
11.11%,1,rauschen
11.11%,1,rest
11.11%,1,schauen
11.11%,1,schwäche
11.11%,1,sowohl
11.11%,1,steif
11.11%,1,stellen
11.11%,1,umfaßt
11.11%,1,versagt
11.11%,1,vonstatten
11.11%,1,zurückkehren
11.06%,26,einer
11.04%,50,nur
11.02%,13,dann
10.96%,8,augen
10.96%,8,eigenen
10.91%,6,weit
10.86%,29,dir
10.84%,9,götter
10.81%,8,ach
10.81%,4,aufgabe
10.75%,10,bin
10.75%,10,wer
10.71%,3,finden
10.71%,3,gekommen
10.71%,3,klang
10.71%,3,schlaf
10.68%,99,als
10.64%,10,nein
10.64%,10,vielleicht
10.63%,37,wird
10.59%,9,kann
10.53%,2,bestehen
10.53%,2,erfüllung
10.53%,2,hieß
10.53%,2,name
10.53%,2,nennen
10.53%,2,tiere
10.53%,2,vertraut
10.53%,2,vielen
10.48%,24,durch
10.48%,11,mußte
10.47%,549,und
10.45%,7,erde
10.39%,24,dich
10.39%,8,ging
10.37%,14,bis
10.37%,159,den
10.34%,3,jeglicher
10.34%,148,dem
10.29%,7,hatten
10.29%,18,menschen
10.28%,493,der
10.26%,4,einzigen
10.26%,4,notwendigkeit
10.26%,4,todes
10.25%,57,mehr
10.23%,9,zugleich
10.17%,6,aufs
10.11%,55,aus
10.07%,29,denn
10.00%,7,tat
10.00%,4,durfte
10.00%,3,finger
10.00%,3,freunde
10.00%,3,spiegel
10.00%,3,zeiten
10.00%,2,erwartet
10.00%,2,fort
10.00%,2,gesang
10.00%,2,jeher
10.00%,2,nächtlich
10.00%,2,ring
10.00%,2,statt
10.00%,2,überall
10.00%,2,ufer
10.00%,2,zusammen
10.00%,1,abend
10.00%,1,aufgaben
10.00%,1,aufhebt
10.00%,1,außerdem
10.00%,1,berührt
10.00%,1,dank
10.00%,1,diesmal
10.00%,1,durchsichtiger
10.00%,1,eides
10.00%,1,erfahren
10.00%,1,erinnern
10.00%,1,erreichen
10.00%,1,fragen
10.00%,1,fügte
10.00%,1,gehörte
10.00%,1,gemeint
10.00%,1,glätte
10.00%,1,grau
10.00%,1,grausamkeit
10.00%,1,guten
10.00%,1,haß
10.00%,1,herden
10.00%,1,körperlich
10.00%,1,lauschend
10.00%,1,menschlich
10.00%,1,mittelpunkt
10.00%,1,mitten
10.00%,1,nichtvergeblichkeit
10.00%,1,schwarz
10.00%,1,schwärze
10.00%,1,setzen
10.00%,1,sterblichen
10.00%,1,überraschend
10.00%,1,unbekannt
10.00%,1,unerreichbaren
10.00%,1,vaters
10.00%,1,verpflichtet
10.00%,1,vordem
10.00%,1,zug
9.96%,48,da
9.94%,16,erkenntnis
9.92%,13,seinem
9.91%,77,noch
9.89%,9,ihrem
9.88%,8,gegen
9.85%,420,die
9.83%,17,ihre
9.80%,10,seinen
9.79%,23,sehr
9.76%,4,dichter
9.76%,4,zwar
9.73%,11,kaum
9.72%,7,soll
9.68%,54,um
9.68%,6,bleibt
9.68%,3,stelle
9.68%,3,wein
9.65%,127,sie
9.62%,5,beide
9.62%,5,jener
9.62%,5,ward
9.59%,7,hinter
9.57%,27,wieder
9.56%,13,haben
9.55%,184,war
9.54%,146,nicht
9.52%,6,kam
9.52%,6,raum
9.52%,4,hinaus
9.52%,2,äußersten
9.52%,2,bald
9.52%,2,bar
9.52%,2,jahre
9.52%,2,müßte
9.52%,2,sanft
9.52%,2,sinn
9.52%,2,vermochte
9.50%,64,auch
9.48%,169,zu
9.47%,150,sich
9.47%,32,vor
9.42%,13,all
9.38%,9,sondern
9.38%,3,desto
9.37%,86,du
9.30%,8,eben
9.30%,8,hand
9.28%,22,waren
9.23%,6,darum
9.20%,8,wußte
9.17%,11,irdischen
9.11%,54,auf
9.09%,4,irdisch
9.09%,2,endlos
9.09%,2,gegangen
9.09%,2,platz
9.09%,2,wachstum
9.09%,1,aufsteigend
9.09%,1,beginnen
9.09%,1,begleitet
9.09%,1,bleibend
9.09%,1,elendsgasse
9.09%,1,erkenntnistat
9.09%,1,ernst
9.09%,1,flut
9.09%,1,formen
9.09%,1,führung
9.09%,1,gedichtes
9.09%,1,gesichter
9.09%,1,glück
9.09%,1,heilbringer
9.09%,1,hinauf
9.09%,1,husten
9.09%,1,lager
9.09%,1,liebt
9.09%,1,nämlichen
9.09%,1,saturnischen
9.09%,1,ton
9.09%,1,überirdischen
9.09%,1,unraum
9.09%,1,unweigerlich
9.09%,1,vernehmbar
9.09%,1,vernichtung
9.09%,1,vorschöpfung
9.09%,1,wahre
9.09%,1,weich
9.09%,1,wies
9.09%,1,zuversicht
8.97%,13,keine
8.93%,5,gleichsam
8.93%,5,lassen
8.93%,5,sehnsucht
8.93%,5,weiß
8.90%,205,es
8.84%,63,wie
8.82%,12,diese
8.82%,12,dieses
8.82%,3,begann
8.80%,75,mit
8.70%,49,an
8.70%,4,jedoch
8.70%,2,anders
8.70%,2,gesehen
8.70%,2,grauen
8.70%,2,hörte
8.70%,2,rede
8.66%,29,aber
8.65%,9,deine
8.58%,20,ohne
8.57%,18,mir
8.57%,3,diesen
8.57%,3,ehe
8.57%,3,hauch
8.57%,3,unendlichkeit
8.54%,7,nochmals
8.47%,5,ziel
8.46%,11,eines
8.33%,13,wäre
8.33%,3,etwa
8.33%,2,hindurch
8.33%,2,hoch
8.33%,2,innersten
8.33%,2,jeden
8.33%,2,sagen
8.33%,1,anfangs
8.33%,1,begegnung
8.33%,1,bemühen
8.33%,1,bewegte
8.33%,1,festzuhalten
8.33%,1,gestirne
8.33%,1,glaube
8.33%,1,haut
8.33%,1,kreatürliche
8.33%,1,mauer
8.33%,1,meldete
8.33%,1,mußt
8.33%,1,nachen
8.33%,1,sinnbildes
8.33%,1,tränen
8.33%,1,ufern
8.33%,1,umkehrung
8.33%,1,unkunst
8.33%,1,verstand
8.33%,1,wahrscheinlich
8.33%,1,wirkung
8.33%,1,worten
8.33%,1,zumindest
8.26%,9,einmal
8.24%,7,sinnbild
8.16%,4,gar
8.16%,4,weder
8.15%,11,damit
8.14%,7,worden
8.11%,6,wahrheit
8.11%,6,werk
8.11%,3,dunkelheit
8.11%,3,mitte
8.09%,19,alles
8.08%,8,bei
8.07%,13,alle
8.07%,64,so
8.06%,32,nichts
8.04%,9,schönheit
8.00%,2,ahnung
8.00%,2,bilder
8.00%,2,durchsichtig
8.00%,2,göttlichen
8.00%,2,inmitten
8.00%,2,stehen
8.00%,2,still
8.00%,2,unfähig
7.95%,7,fast
7.94%,5,blick
7.94%,5,menschlichen
7.89%,6,werde
7.89%,3,echo
7.87%,7,können
7.87%,7,welche
7.85%,30,eine
7.84%,4,deiner
7.84%,4,unendlich
7.81%,5,innen
7.78%,7,äneis
7.76%,18,wenn
7.69%,4,beiden
7.69%,4,lächeln
7.69%,3,jede
7.69%,2,ganze
7.69%,1,echten
7.69%,1,entfaltet
7.69%,1,fingern
7.69%,1,gegenwart
7.69%,1,gehoben
7.69%,1,genügt
7.69%,1,getroffen
7.69%,1,halb
7.69%,1,herum
7.69%,1,höchst
7.69%,1,innern
7.69%,1,machte
7.69%,1,möchte
7.69%,1,nächte
7.69%,1,namens
7.69%,1,neu
7.69%,1,schlug
7.69%,1,spiegelnd
7.69%,1,stellte
7.69%,1,trost
7.69%,1,verlangt
7.68%,72,ein
7.63%,20,oder
7.61%,7,einheit
7.59%,6,je
7.59%,6,stand
7.58%,10,jetzt
7.55%,4,lysanias
7.52%,23,dies
7.50%,3,ersten
7.50%,3,hören
7.46%,15,augustus
7.46%,5,gedicht
7.41%,6,sklave
7.41%,4,allen
7.41%,4,worte
7.41%,2,boden
7.34%,8,niemals
7.32%,3,deinem
7.25%,5,knaben
7.24%,56,daß
7.18%,13,wirklichkeit
7.14%,4,indes
7.14%,3,daran
7.14%,2,endlich
7.14%,2,hände
7.14%,2,spürte
7.14%,2,sterne
7.14%,2,wahrhaft
7.14%,1,aufbewahrt
7.14%,1,bauer
7.14%,1,deutlich
7.14%,1,gefahr
7.14%,1,gesprochen
7.14%,1,gewußt
7.14%,1,halten
7.14%,1,irgendwo
7.14%,1,künstler
7.14%,1,neuerlich
7.14%,1,raume
7.14%,1,samt
7.14%,1,schönen
7.14%,1,spüren
7.14%,1,umgeben
7.14%,1,unermeßlich
7.14%,1,zog
7.12%,19,ja
7.09%,10,mein
7.08%,8,muß
7.06%,6,kunst
6.99%,16,was
6.98%,3,ebenso
6.98%,3,ferne
6.90%,2,darin
6.90%,2,milde
6.90%,2,minder
6.83%,22,werden
6.75%,22,wurde
6.67%,5,dichtung
6.67%,3,himmel
6.67%,3,steht
6.67%,2,wunsch
6.67%,1,alten
6.67%,1,bereich
6.67%,1,dahinter
6.67%,1,endgültig
6.67%,1,fieber
6.67%,1,helle
6.67%,1,kamen
6.67%,1,meere
6.67%,1,mögen
6.67%,1,regungslos
6.67%,1,schiffe
6.67%,1,setzte
6.67%,1,wirkliche
6.67%,1,zerknirschung
6.59%,6,welt
6.52%,3,wirklich
6.45%,4,erst
6.45%,2,äneas
6.45%,2,blindheit
6.45%,2,eigentlich
6.45%,2,grenzen
6.45%,2,lauschen
6.45%,2,sichtbar
6.45%,2,trotz
6.45%,2,viele
6.43%,9,cäsar
6.33%,20,über
6.30%,49,ich
6.25%,5,recht
6.25%,3,wort
6.25%,2,ab
6.25%,2,schweigen
6.25%,1,ausdruck
6.25%,1,darob
6.25%,1,erhalten
6.25%,1,heraus
6.25%,1,irgend
6.25%,1,lächelte
6.25%,1,möge
6.25%,1,ruhte
6.25%,1,unmittelbar
6.25%,1,wohin
6.25%,1,zwei
6.16%,9,hätte
6.06%,2,nimmermehr
6.06%,2,schien
6.02%,5,meine
6.00%,3,oben
5.88%,3,beinahe
5.88%,3,sah
5.88%,1,andes
5.88%,1,arme
5.88%,1,freundschaft
5.88%,1,größe
5.88%,1,imstande
5.88%,1,lediglich
5.88%,1,male
5.88%,1,solcherart
5.88%,1,stein
5.88%,1,stummen
5.88%,1,voller
5.88%,1,weniger
5.77%,3,gut
5.77%,3,leise
5.71%,2,jene
5.66%,3,denen
5.66%,3,wurden
5.56%,3,darüber
5.56%,3,viel
5.56%,2,plötzlich
5.56%,2,ringsum
5.56%,1,dienen
5.56%,1,ebendarum
5.56%,1,enthüllt
5.56%,1,feuer
5.56%,1,gleichgewicht
5.56%,1,innerste
5.56%,1,lied
5.56%,1,liegt
5.56%,1,nie
5.56%,1,tiefer
5.56%,1,überaus
5.56%,1,vereinigt
5.50%,6,will
5.49%,9,man
5.47%,14,einem
5.47%,7,zwischen
5.45%,6,wohl
5.41%,2,große
5.38%,5,hin
5.36%,3,ruhe
5.26%,14,nun
5.26%,4,konnte
5.26%,3,schatten
5.26%,3,wahrlich
5.26%,2,atem
5.26%,2,niemand
5.26%,1,irdischer
5.26%,1,verlockung
5.26%,1,vielmehr
5.17%,3,ließ
5.13%,4,würde
5.13%,2,frage
5.13%,2,seit
5.08%,9,vergil
5.00%,5,also
5.00%,4,sei
5.00%,3,unten
5.00%,2,könnte
5.00%,2,tag
5.00%,1,friede
5.00%,1,gewässer
5.00%,1,langsam
5.00%,1,namenlos
5.00%,1,ruhen
5.00%,1,sonderbar
4.92%,3,willst
4.90%,5,sagte
4.88%,2,fahrt
4.88%,2,neben
4.82%,4,bereits
4.76%,2,andern
4.76%,2,jedes
4.76%,2,seltsam
4.76%,1,alls
4.76%,1,beim
4.76%,1,fragte
4.76%,1,immerhin
4.76%,1,koffer
4.76%,1,kommen
4.76%,1,leeren
4.76%,1,nahe
4.76%,1,stillstand
4.76%,1,wege
4.73%,7,unter
4.72%,6,etwas
4.55%,2,her
4.55%,2,heute
4.55%,1,frau
4.55%,1,gehen
4.55%,1,unsichtbar
4.55%,1,völlig
4.44%,2,ordnung
4.44%,2,vergessen
4.37%,10,nach
4.35%,1,dahin
4.35%,1,gerne
4.35%,1,kette
4.35%,1,mann
4.35%,1,wasser
4.17%,1,geben
4.17%,1,getan
4.17%,1,jungen
4.17%,1,meiner
4.17%,1,schließlich
4.14%,7,weil
4.08%,2,solch
4.00%,1,bringen
4.00%,1,gehalten
4.00%,1,körper
4.00%,1,längst
4.00%,1,machen
4.00%,1,manchmal
3.85%,1,frieden
3.85%,1,nämliche
3.85%,1,unendlichen
3.79%,5,bloß
3.77%,2,angst
3.76%,5,dieser
3.70%,1,hingegen
3.70%,1,kopf
3.70%,1,schier
3.70%,1,tief
3.70%,1,wären
3.57%,2,ganz
3.57%,2,landschaft
3.57%,1,draußen
3.57%,1,groß
3.57%,1,neuen
3.57%,1,sprechen
3.45%,2,kraft
3.45%,1,dazu
3.45%,1,festhalten
3.45%,1,genug
3.45%,1,unsere
3.39%,2,antwort
3.33%,2,wenig
3.33%,1,dämmerung
3.33%,1,unsichtbaren
3.28%,2,gesicht
3.23%,1,daher
3.23%,1,kleinen
3.20%,4,einen
3.13%,2,freilich
3.13%,1,reich
3.08%,2,darf
3.03%,1,eher
3.03%,1,verschwunden
3.03%,1,verse
3.01%,4,habe
3.00%,3,knabe
2.94%,1,cäsars
2.86%,1,davon
2.86%,1,ganzen
2.78%,1,anderen
2.78%,1,saß
2.78%,1,solche
2.63%,1,macht
2.63%,1,zimmer
2.56%,1,genau
2.50%,1,darauf
2.50%,1,gerade
2.50%,1,meinen
2.50%,1,opfer
2.50%,1,sonne
2.47%,4,hast
2.33%,1,dabei
2.22%,1,hielt
2.17%,1,gleichnis
2.00%,1,ihres
2.00%,1,octavian
1.89%,1,blieb
1.85%,1,volk
1.82%,1,bild
1.67%,1,stille
1.46%,2,lucius
0.68%,1,plotius
,14788,TOTAL (Ts)
